UF;MUNICIPIO;PROJETO;INSTRUMENTO;SIGLA_ACAO;ACAO;EMENDA_PARLAMENTAR;AUTOR_PARLAMENTAR;NU_ANO_VIGENCIA;DATA_ASSINATURA_CONVENIO;DATA_INICIO_CONVENIO;DATA_TERMINO_CONVENIO;VIGENTE;SITUACAO_OBRA;PARC_PAGAS;PARC_A_PAGAR;DT_ULTIMO_PAGAMENTO;VL_TOTAL_EMPENHADO;VL_SALDO_EMPENHO;VALOR_TOTAL_PROJETO;VL_PG_PARCELA_0;VL_PG_PARCELA_1;VL_PG_PARCELA_2;VL_PG_PARCELA_3;VL_PG_PARCELA_4
AM;BORBA;AM2205170451;CV 0230/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;SILAS CAMARA;2017;29/12/2017;29/12/2017;25/04/2022;SIM;Em execução;3;0;16/02/2022;400000;19666.45;389841.89;0;76066.71;190166.77;114100.07;0
AM;BORBA;AM1307172052;CV 4255/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;23/11/2017;23/11/2017;;NÃO;INDETERMINADO;;;;;;507500;;;;;
AM;CAAPIRANGA;AM0305162424;CV 0028/16;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;SILAS CAMARA;2016;30/12/2016;30/12/2016;30/12/2021;NÃO;Em execução - Reiniciada;1;1;13/03/2019;759051;379525.5;778027.27;0;379525.5;0;0;0
AM;CAAPIRANGA;AM2610190146;CV 0145/19;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;COMISSAO MISTA DE PLANOS, ORCAMENTOS PUBLICOS E FI;2019;31/12/2019;31/12/2019;31/12/2022;SIM;Em execução - Reiniciada;1;3;15/06/2021;1000000;801256.82;993715.93;0;198743.18;0;0;0
AM;CANUTAMA;AM1307172261;CV 0969/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;30/12/2017;30/12/2017;29/09/2020;NÃO;Em execução;3;0;06/09/2019;500000;0;507500;0;100000;250000;150000;0
AM;CANUTAMA;AM2807039140;CV 0317/03;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2003;22/12/2003;22/12/2003;22/12/2006;NÃO;Não iniciada - Licitação não concluída;0;1;;80000;0;82488.11;0;0;0;0;0
AM;CARAUARI;AM0212170141;CV 3683/17;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2017;29/12/2017;29/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;0;0;2050000;0;0;0;0;0
AM;CAREIRO;AM0103043330;CV 1678/04;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2004;27/12/2004;27/12/2004;05/09/2009;NÃO;PARALISADA;0;1;;160000;0;165888.3;0;0;0;0;0
AM;CAREIRO;AM2807034040;CV 1439/03;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2003;22/12/2003;22/12/2003;27/02/2009;NÃO;PARALISADA;0;1;;159754;0;163688.26;0;0;0;0;0
AM;CAREIRO;AM2510190132;CV 0131/19;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;COMISSAO MISTA DE PLANOS, ORCAMENTOS PUBLICOS E FI;2019;31/12/2019;31/12/2019;31/12/2022;SIM;Em execução;2;2;05/04/2022;3500000;2249714.1;3188229.21;0;625142.95;625142.95;0;0
AM;CAREIRO;AM0912203244;CV 0872/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;1;;5000000;5000000;5100000;0;0;0;0;0
AM;CAREIRO;AM0511182145;CV 2107/18;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2018;31/12/2018;31/12/2018;26/12/2022;SIM;Em execução;3;1;07/04/2022;1500000;311993.52;1529558.35;0;297001.62;297001.62;594003.24;0
AM;CODAJÁS;AM1507112411;TC/PAC 0131/11;MSD;SISTEMA DE ESGOTAMENTO SANITÁRIO - MSD;NÃO;;2011;30/12/2011;30/12/2011;30/12/2013;NÃO;Não iniciada - Licitação não concluída;1;1;31/05/2012;250000;0;500000;0;250000;0;0;0
AM;ENVIRA;AM0412094751;TC/PAC 0831/09;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2009;31/12/2009;31/12/2009;23/11/2014;NÃO;Não iniciada - Licitação não concluída;1;0;30/11/2012;799280.64;0;824000.69;0;319712.26;0;0;0
AM;ENVIRA;AM1602065331;CV 2088/05;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;SIM;BANCADA DO AMAZONAS;2005;30/12/2005;30/12/2005;21/02/2009;NÃO;Não iniciada - Licitação não concluída;0;1;;250000;0;253852.95;0;0;0;0;0
AM;ENVIRA;AM1507112750;TC/PAC 0122/12;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2012;29/03/2012;29/03/2012;25/12/2015;NÃO;Paralisada;2;2;07/05/2013;875213.64;0;1250305.21;0;500122.08;375091.56;0;0
AM;FONTE BOA;AM0403041758;CV 1008/03;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2003;27/12/2003;27/12/2003;24/06/2008;NÃO;EM EXECUÇÃO;0;1;;1500000;0;1530000;0;0;0;0;0
AM;FONTE BOA;AM1412203318;CV 0943/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;4;;1000000;1000000;1000000;0;0;0;0;0
AM;IRANDUBA;AM2910151925;CV 0039/15;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2015;31/12/2015;31/12/2015;31/12/2018;NÃO;Não iniciada - Licitação não concluída;1;0;07/04/2017;186568.62;0;194319.5;0;186568.62;0;0;0
AM;ITACOATIARA;AM2510190133;CV 0132/19;MSD - Rurais;MELHORIAS SANITÁRIAS DOMICILIARES EM ÁREAS RURAIS - MSD;SIM;COMISSAO MISTA DE PLANOS, ORCAMENTOS PUBLICOS E FI;2019;31/12/2019;31/12/2019;31/12/2021;NÃO;Em execução;0;4;;;;1965628.92;0;0;0;0;0
AM;ITACOATIARA;AM3011179350;CV 3348/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;29/12/2017;29/12/2017;31/12/2020;NÃO;Não iniciada - Licitação não concluída;0;1;;150000;150000;150000;0;0;0;0;0
AM;ITAMARATI;AM2205170361;CV 0087/17;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;OMAR AZIZ;2017;30/12/2017;30/12/2017;29/06/2022;SIM;Em execução;3;0;16/02/2022;500000;3756.04;511131.28;0;99248.79;248121.98;148873.19;0
AM;ITAMARATI;AM2412203799;CV 1408/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;1;;1000000;1000000;1000000;0;0;0;0;0
AM;ITAPIRANGA;AM0212170143;CV 1855/17;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2017;29/12/2017;29/12/2017;27/12/2021;NÃO;Paralisada;3;1;24/05/2021;1000000;216176.44;981739.03;0;195955.89;195955.89;391911.78;0
AM;ITAPIRANGA;AM2412203803;CV 1412/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;4;;1000000;1000000;1003614.61;0;0;0;0;0
AM;ITAPIRANGA;AM2205170455;CV 0054/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;SILAS CAMARA;2017;30/12/2017;30/12/2017;30/06/2021;NÃO;Em execução;3;0;21/10/2020;290000;0;294721.23;0;57227.38;143068.46;85841.09;0
AM;JAPURÁ;AM2312095307;TC/PAC 0025/10;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2010;31/12/2010;31/12/2010;02/11/2016;NÃO;Em execução;2;0;10/10/2014;1049996.04;0;1582181.34;0;599994.8;449996.11;0;0
AM;JAPURÁ;AM3011179781;CV 2542/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;29/12/2017;29/12/2017;29/09/2020;NÃO;Em execução;1;0;12/12/2019;100000;0;99795.5;0;99795.5;0;0;0
AM;JAPURÁ;AM2410124638;CV 0240/12;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2012;28/12/2012;28/12/2012;27/12/2018;NÃO;Em execução;2;0;27/12/2017;294880;0;300898;0;147442;147438;0;0
AM;JURUÁ;AM1307172037;CV 1702/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;29/09/2020;NÃO;Em execução;3;0;12/12/2019;500000;0;492475.59;0;100000;250000;142475.59;0
AM;JUTAÍ;AM1107170772;CV 0445/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;24/02/2022;NÃO;Em execução;3;0;27/09/2021;500000;0;497498.6;0;100000;248249.02;149249.58;0
AM;JUTAÍ;AM2412203797;CV 1406/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;;;;1000000;1000000;;;;;;
AM;LÁBREA;AM2312130629;CV 0077/13;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2013;31/12/2013;31/12/2013;30/06/2017;NÃO;Paralisada;2;0;01/12/2016;500000;0;512000;0;250000;250000;0;0
AM;MANACAPURU;AM0104052160;CV 0936/04;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2004;30/06/2004;30/06/2004;05/09/2012;NÃO;EM EXECUÇÃO;1;3;01/09/2011;1404000;0;1533474.07;0;0;0;277303;0
AM;MANACAPURU;AM2510190134;CV 0133/19;MSD - Rurais;MELHORIAS SANITÁRIAS DOMICILIARES EM ÁREAS RURAIS - MSD;SIM;COMISSAO MISTA DE PLANOS, ORCAMENTOS PUBLICOS E FI;2019;31/12/2019;31/12/2019;31/12/2021;NÃO;Em execução;0;4;;;;1665953.59;0;0;0;0;0
AM;MANACAPURU;AM1602065335;CV 2091/05;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;SIM;BANCADA DO AMAZONAS;2005;30/12/2005;30/12/2005;24/02/2010;NÃO;EM EXECUÇÃO;0;1;;3000000;0;3060002.9;0;0;0;0;0
AM;MANAQUIRI;AM1307171947;CV 1703/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;26/12/2021;NÃO;Em execução;4;0;20/10/2021;498134.78;148134.78;505606.8;0;100000;248694.34;149440.44;0
AM;MANAUS;AM1004087228;TC/PAC 0322/08;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2008;31/12/2008;31/12/2008;01/03/2016;NÃO;Não iniciada - Licitação não concluída;1;1;01/09/2010;700000;0;810781.89;0;280000;0;0;0
AM;MANAUS;AM2112074406;TC/PAC 0955/07;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2007;31/12/2007;31/12/2007;10/09/2012;NÃO;Não iniciada - Licitação não concluída;0;1;;7717788;0;8392649.63;0;0;0;0;0
AM;MANAUS;AM1704084734;TC/PAC 0329/08;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2008;31/12/2008;31/12/2008;30/06/2016;NÃO;Não iniciada - Licitação não concluída;1;1;25/04/2013;1650000;0;1835745.7;0;660000;0;0;0
AM;MANAUS;AM1604080703;TC/PAC 0326/08;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2008;31/12/2008;31/12/2008;29/02/2016;NÃO;Não iniciada - Licitação não concluída;1;1;01/09/2010;400000;0;461605.78;0;200000;0;0;0
AM;MANAUS;AM1404081553;TC/PAC 0324/08;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2008;31/12/2008;31/12/2008;29/06/2016;NÃO;Em execução;1;1;07/06/2013;3150000;0;3688512.05;0;945000;0;0;0
AM;MANICORÉ;AM1007170657;CV 0971/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;31/12/2021;NÃO;Em execução;3;1;28/12/2020;439873.78;131962.14;457468.73;0;87974.75;219936.89;0;0
AM;MANICORÉ;AM2412203796;CV 1405/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0;1;;1000000;1000000;1010000;0;0;0;0;0
AM;MARAÃ;AM1112152313;CV 0287/15;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2015;31/12/2015;31/12/2015;30/04/2019;NÃO;Não iniciada - Licitação não concluída;1;0;16/12/2016;399600;0;400000;0;399600;0;0;0
AM;MARAÃ;AM3008107814;TC/PAC 0381/10;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2010;31/12/2010;31/12/2010;06/11/2016;NÃO;Paralisada;3;1;02/09/2014;789000;0;828448.96;0;0;236700;552300;0
AM;MARAÃ;AM2807173549;CV 0796/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;31/12/2021;NÃO;Paralisada;2;1;23/06/2020;493215.54;147964.67;493215.54;0;98643.1;246607.77;0;0
AM;MARAÃ;AM2306067255;CV 0230/06;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;LUPERCIO RAMOS;2006;20/06/2006;20/06/2006;10/01/2013;NÃO;EM EXECUÇÃO;3;1;12/09/2012;450000;0;463500;0;90000;0;0;0
AM;MARAÃ;AM2010165482;CV 0404/16;SAS;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS E COMUNIDADES TRADICIONAIS;NÃO;;2016;30/12/2016;30/12/2016;25/12/2021;NÃO;Em execução;4;0;11/08/2021;3000000;830284.61;2169715.39;0;433943.07;650914.61;650914.61;433943.1
AM;MARAÃ;AM1812170791;CV 4065/17;MSD - Rurais;MELHORIAS SANITÁRIAS DOMICILIARES EM ÁREAS RURAIS - MSD;NÃO;;2017;30/12/2017;30/12/2017;31/12/2021;NÃO;Em execução;2;2;08/06/2021;796695.96;398347.98;995869.95;0;199173.99;199173.99;0;0
AM;NHAMUNDÁ;AM1803190052;CV 0052/19;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;OMAR AZIZ;2019;31/12/2019;31/12/2019;31/12/2022;SIM;Não iniciada - Licitação não concluída;0;3;;400000;400000;525000;0;0;0;0;0
AM;NHAMUNDÁ;AM2012193188;CV 0830/19;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;COMISSAO MISTA DE PLANOS, ORCAMENTOS PUBLICOS E FI;2019;31/12/2019;31/12/2019;31/12/2022;SIM;Não iniciada - Licitação não concluída;0;1;;;;970000;0;0;0;0;0
AM;NOVA OLINDA DO NORTE;AM2610190157;CV 0156/19;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;BANCADA DO AMAZONAS;2019;31/12/2019;31/12/2019;31/12/2022;SIM;Não iniciada - Licitação não concluída;1;4;10/03/2020;1800000;1710000;1699942.9;90000;0;0;0;0
AM;NOVO AIRÃO;AM1010053928;CV 0027/05;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;SIM;GILBERTO MIRANDA;2005;15/12/2005;15/12/2005;23/05/2008;NÃO;EM EXECUÇÃO;0;1;;250000;0;250259.05;0;0;0;0;0
AM;NOVO AIRÃO;AM2607172878;CV 0972/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;31/12/2021;NÃO;Em execução;2;1;29/10/2021;344097.74;0;501399.56;0;98313.64;245784.1;0;0
AM;NOVO ARIPUANÃ;AM1207171444;CV 0614/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;19/09/2022;SIM;Em execução;2;1;07/04/2022;346524.63;0.01;507419.52;0;99007.03;247517.59;0;0
AM;PARINTINS;AM2510190135;CV 0134/19;MSD - Rurais;MELHORIAS SANITÁRIAS DOMICILIARES EM ÁREAS RURAIS - MSD;SIM;COMISSAO MISTA DE PLANOS, ORCAMENTOS PUBLICOS E FI;2019;31/12/2019;31/12/2019;31/12/2022;SIM;Em execução;2;2;08/04/2022;2500000;1533318.24;2446721.64;0;483340.88;483340.88;0;0
AM;PAUINI;AM0712170494;CV 2133/17;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2017;29/12/2017;29/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;0;0;1025000;0;0;0;0;0
AM;PRESIDENTE FIGUEIREDO;AM1307172429;CV 6307/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;31/12/2021;NÃO;Em execução;3;1;20/10/2021;245532.42;0;350760.61;0;70152.12;175380.3;0;0
AM;RIO PRETO DA EVA;AM0106066247;CV 2856/06;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2006;29/12/2006;29/12/2006;21/01/2017;NÃO;Paralisada;0;2;;1080000;0;1136842.13;0;0;0;0;0
AM;RIO PRETO DA EVA;AM2412203801;CV 1410/20;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;RELATOR GERAL;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Em execução;1;2;07/04/2022;2000000;1600798.3;1996008.49;0;399201.7;0;0;0
AM;RIO PRETO DA EVA;AM0208174147;CV 0265/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;SILAS CAMARA;2017;29/12/2017;29/12/2017;;NÃO;NÃO INICIADA;0;2;;;;410000;0;0;0;0;0
AM;SANTO ANTÔNIO DO IÇÁ;AM2610190147;CV 0146/19;URBAGU;SISTEMAS PÚBLICOS DE ABASTECIMENTO DE ÁGUA;SIM;COMISSAO MISTA DE PLANOS, ORCAMENTOS PUBLICOS E FI;2019;31/12/2019;31/12/2019;31/12/2022;SIM;Não iniciada - Licitação não concluída;0;3;;0;0;646680;0;0;0;0;0
AM;SÃO GABRIEL DA CACHOEIRA;AM1003101751;CV 0005/10;RESPONSAVEL DESAI;CONVENIO DE RESPONSABILIDADE DESAI;NÃO;;2010;31/05/2010;31/05/2010;31/10/2011;NÃO;Não iniciada - Licitação não concluída;6;0;13/10/2011;12009182.66;0;7903295.6;0;2963735.85;2963735.85;1975823.9;4105887.06
AM;SÃO PAULO DE OLIVENÇA;AM1307172232;CV 0611/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;27/06/2021;NÃO;Em execução;3;1;22/12/2020;493717.87;148115.37;503592.22;0;98743.57;246858.93;0;0
AM;SÃO SEBASTIÃO DO UATUMÃ;AM0812170499;CV 2143/17;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2017;30/04/2018;30/04/2018;;NÃO;Não iniciada - Licitação não concluída;0;1;;0;0;1030000;0;0;0;0;0
AM;SILVES;AM1407116792;TC/PAC 0038/11;MSD;SISTEMA DE ESGOTAMENTO SANITÁRIO - MSD;NÃO;;2011;30/12/2011;30/12/2011;;NÃO;Não iniciada - Licitação não concluída;0;2;;0;0;502360.5;0;0;0;0;0
AM;TABATINGA;AM3011179343;CV 3341/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;29/12/2017;29/12/2017;30/04/2021;NÃO;Não iniciada - Licitação não concluída;0;1;;198001.5;198001.5;198001.5;0;0;0;0;0
AM;TAPAUÁ;AM0212170145;CV 1856/17;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;SIM;RELATOR GERAL;2017;29/12/2017;29/12/2017;26/12/2021;NÃO;Em execução;3;2;26/08/2021;6000000;2418000;5981940;0;1194000;1194000;1194000;0
AM;TEFÉ;AM3011179773;CV 2534/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;29/12/2017;29/12/2017;27/12/2021;NÃO;Em execução;1;0;15/10/2021;200000;0;199999;0;199999;0;0;0
AM;UARINI;AM2709176704;CV 0366/17;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;ALFREDO NASCIMENTO;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Em execução;2;1;17/03/2022;500000;153098.93;507962.28;0;99114.59;247786.48;0;0
AM;UARINI;AM3011178876;CV 3743/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;29/12/2017;29/12/2017;31/12/2020;NÃO;Não iniciada - Licitação concluída;1;0;21/12/2020;149000;0;149544;0;149000;0;0;0
AM;URUCURITUBA;AM2205170364;CV 0194/17;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA EM ÁREAS RURAIS;SIM;ALFREDO NASCIMENTO;2017;29/12/2017;29/12/2017;;NÃO;NÃO INICIADA;0;2;;;;505000;0;0;0;0;0
AP;AMAPÁ;AP2211176771;CV 1848/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;SIM;JOZI ARAUJO;2017;29/12/2017;29/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;0;0;255000;0;0;0;0;0
AP;CALÇOENE;AP1807069126;CV 0387/06;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2006;25/06/2006;25/06/2006;03/10/2009;NÃO;Paralisada;0;1;;400000;0;412371.14;0;0;0;0;0
AP;CALÇOENE;AP2306066257;CV 0433/06;Drenagem;DRENAGEM EM ÁREAS ENDÊMICAS;NÃO;;2006;20/06/2006;20/06/2006;25/05/2013;NÃO;Paralisada;3;1;11/01/2011;657868.45;0;678214.9;0;131573.69;0;0;0
AP;CALÇOENE;AP1807069129;CV 0401/06;Esgoto;SISTEMA DE ESGOTAMENTO SANITÁRIO;NÃO;;2006;28/06/2006;28/06/2006;19/06/2014;NÃO;Paralisada;0;1;;900000;0;927839.87;0;0;0;0;0
AP;CUTIAS;AP0806043757;CV 1253/04;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2004;01/07/2004;01/07/2004;08/03/2008;NÃO;EM EXECUÇÃO;0;1;;636934.04;0;640722.9;0;0;0;0;0
AP;CUTIAS;AP2312130538;CV 0216/13;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2013;31/12/2013;31/12/2013;31/12/2015;NÃO;Não iniciada - Licitação não concluída;0;2;;0;0;500000;0;0;0;0;0
AP;FERREIRA GOMES;AP1810101767;CV 0379/10;PMSB;PLANOS MUNICIPAIS DE SANEAMENTO BÁSICO;NÃO;;2010;30/12/2010;30/12/2010;30/10/2014;NÃO;Não iniciada - Licitação não concluída;1;2;26/01/2012;200000;0;894483.5;0;200000;0;0;0
AP;FERREIRA GOMES;AP3011178172;CV 3330/17;Ed. Saúde Ambiental;PROJETO DE EDUCAÇÃO EM SAÚDE AMBIENTAL;NÃO;;2017;01/12/2017;01/12/2017;;NÃO;Não iniciada - Licitação não concluída;0;1;;;;100000;0;0;0;0;0
AP;FERREIRA GOMES;AP2312130521;CV 0202/13;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2013;31/12/2013;31/12/2013;31/12/2015;NÃO;Não iniciada - Licitação concluída;1;1;26/03/2015;244998.89;0;499997.72;0;244998.89;0;0;0
AP;ITAUBAL;AP1807069134;CV 0395/06;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2006;25/06/2006;25/06/2006;05/02/2013;NÃO;PARALISADA;0;1;;135000;0;139050;0;0;0;0;0
AP;LARANJAL DO JARI;AP1507111226;TC/PAC 0035/12;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2012;28/05/2012;01/06/2012;01/04/2023;SIM;Paralisada;1;4;12/06/2012;20904184;11945248;29863120;0;8958936;0;0;0
AP;LARANJAL DO JARI;AP3107173920;CV 1704/17;MSD;MELHORIAS SANITÁRIAS DOMICILIARES - MSD;NÃO;;2017;29/12/2017;29/12/2017;11/07/2022;SIM;Não iniciada - Licitação não concluída;0;3;;98349.55;98349.55;491747.76;0;0;0;0;0
AP;LARANJAL DO JARI;AP2503034130;CV 0160/03;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2003;22/12/2003;22/12/2003;16/02/2008;NÃO;Não iniciada - Licitação não concluída;0;3;;506100;0;506100;0;0;0;0;0
AP;LARANJAL DO JARI;AP2306067259;CV 0282/06;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;SIM;JOSE SARNEY;2006;20/06/2006;20/06/2006;10/10/2014;NÃO;Paralisada;2;1;12/03/2013;450000;0;472500;0;0;450000;0;0
AP;MACAPÁ;AP0612044050;CV 1075/04;Resíduos;RESÍDUOS SÓLIDOS;NÃO;;2004;01/07/2004;01/07/2004;13/10/2009;NÃO;Não iniciada - Licitação não concluída;0;4;;164000;0;172631.67;0;0;0;0;0
AP;MACAPÁ;AP0712074096;TC/PAC 0026/07;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2007;31/12/2007;31/12/2007;31/12/2016;NÃO;Não iniciada - Licitação não concluída;1;0;21/09/2012;1440000;0;1600000;0;576000;0;0;0
AP;MACAPÁ;AP0712077329;TC/PAC 0028/07;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2007;31/12/2007;31/12/2007;01/07/2017;NÃO;Em execução;2;1;22/01/2016;315000;0;350000;0;157500;157500;0;0
AP;MACAPÁ;AP0803044830;CV 0159/03;MSD;MELHORIAS SANITÁRIAS DOMICILIARES;NÃO;;2003;22/12/2003;22/12/2003;16/08/2008;NÃO;PARALISADA;0;2;;381941.95;0;400930.61;0;0;0;0;0
AP;MACAPÁ;AP1003044620;CV 1012/03;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2003;23/12/2003;23/12/2003;23/11/2004;NÃO;PARALISADA;4;0;20/07/2007;724501.74;0;710647.9;0;283755.38;283755.38;141877.69;0
AP;MACAPÁ;AP1507118922;TC/PAC 0481/11;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2011;21/12/2011;21/12/2011;11/10/2022;SIM;Paralisada;3;2;17/03/2015;4743020;1422906;4814850.91;0;1422906;948604;948604;0
AP;MACAPÁ;AP1507118926;TC/PAC 0473/11;Água;SISTEMA DE ABASTECIMENTO DE ÁGUA;NÃO;;2011;21/12/2011;21/12/2011;11/10/2022;SIM;Em execução - Reiniciada;3;2;17/03/2015;5189160;1556748;5657887.46;0;1556748;1037832;1037832;0
