CODIGO_IBGE_UF;UF;COD_IBGE_MUN;MUNICIPIO;ACAO;SIGLA_ACAO;CODIGO_PLANO_TRABALHO;NUMERO_INSTRUMENTO;NUMERO_PROPOSTA_SICONV;NUMERO_CONVENIO_SICONV;EMENDA_PARLAMENTAR;AUTOR_PARLAMENTAR; VALOR_EMPREENDIMENTO ; VALOR_CONTRAPARTIDA ;DATA_ASSINATURA_CONVENIO;ANO;DATA_ASSINATURA_CONVENIO;DATA_INICIO_VIGENCIA;DATA_TERMINO_VIGENCIA;VIGENTE;SITUACAO_DA_OBRA;PERCENTUAL_DA_OBRA; VALOR_PAGO ;PARCELAS_PAGAS;PARCELAS_A_PAGAR;DT_ULTIMO_PAGAMENTO; VALOR_TOTAL_EMPENHO ; VALOR_SALDO_EMPENHO ; VALOR_TOTAL_PROJETO ; VALOR_PAGO_PARCELA_0 ; VALOR_PAGO_PARCELA_1 ; VALOR_PAGO_PARCELA_2 ; VALOR_PAGO_PARCELA_3 ; VALOR_PAGO_PARCELA_4 ; VALOR_PAGO_PARCELA_5 ;DIAS_VIGÊNCIA;POPULAÇÃO;FIRJAN
31;MG;3156700;SABARÁ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0107043830;CV 1397/04;;;NÃO;;5.030.643,56;1.277.098,81;28/12/2004;2004;28/12/2004;28/12/2004;28/10/2009;NÃO;Não Executada;0;3.045.514,60;0;2;;4.312.000,00; -   ;5.030.643,56; -   ; -   ; -   ; -   ; -   ; -   ;1765;137125;0,784452753
43;RS;4312500;MOSTARDAS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS2811075602;CV 0569/07;;;NÃO;;2.007.943,96;1.003.443,97;27/12/2007;2007;27/12/2007;27/12/2007;01/04/2023;SIM;Em execução - Reiniciada;2,44;401.800,00;1;2;29/07/2013;1.004.500,00;602.700,00;2.007.943,96; -   ;401.800,00; -   ; -   ; -   ; -   ;5574;12847;0,665010002
42;SC;4208708;JACINTO MACHADO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC1211094230;TC/PAC 1032/09;;;NÃO;;3.025.108,88;99.816,50;31/12/2009;2009;31/12/2009;31/12/2009;11/10/2022;SIM;Paralisada;70,5;2.925.292,38;3;1;08/10/2014;2.925.292,38; -   ;3.025.108,88; -   ;1.170.116,96;1.755.175,42; -   ; -   ; -   ;4667;10376;0,75848697
24;RN;2413706;SÍTIO NOVO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RN2811077087;CV 0127/07;;;SIM;BANCADA DO RIO GRANDE DO NORTE;206.294,10;6.294,10;31/12/2007;2007;31/12/2007;31/12/2007;20/12/2009;NÃO;Concluída com etapa útil e com pendência;96,3;200.000,00;3;1;04/11/2009;200.000,00; -   ;206.294,10; -   ; -   ; -   ; -   ; -   ; -   ;720;5561;0,347655952
42;SC;4219150;VARGEM;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC0912203066;CV 0695/20;16957/2020;907104/2020;SIM;RELATOR GERAL;2.500.000,00; -   ;31/12/2020;2020;31/12/2020;31/12/2020;31/12/2023;SIM;Não iniciada - Licitação não concluída;0; -   ;0;1;;2.500.000,00;2.500.000,00;2.500.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1095;2432;0,409370768
32;ES;3202900;ITARANA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;ES1507117624;TC/PAC 0074/11;;;NÃO;;5.327.424,85; -   ;21/12/2011;2011;21/12/2011;21/12/2011;21/03/2019;NÃO;Em execução - Reiniciada;73,92;5.200.984,81;4;1;01/11/2016;5.200.984,81; -   ;5.327.424,85; -   ;1.560.295,44;1.040.196,96;1.040.196,96;1.560.295,45; -   ;2647;10494;0,801180713
41;PR;4116307;MUNHOZ DE MELO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR1503135374;TC/PAC 0199/14;;;NÃO;;4.627.016,56; -   ;07/05/2014;2014;07/05/2014;07/05/2014;31/12/2022;SIM;Não iniciada - Licitação não concluída;0; -   ;0;4;;231.350,83;231.350,83;4.627.016,56; -   ; -   ; -   ; -   ; -   ; -   ;3160;4009;0,714450746
25;PB;2516409;TACIMA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB2811073210;CV 1123/07;;;SIM;BENJAMIM MARANHAO;618.556,71;18.556,71;31/12/2007;2007;31/12/2007;31/12/2007;02/04/2022;NÃO;Em execução - Reiniciada;40,2;420.000,00;3;1;17/11/2017;600.000,00; -   ;618.556,71; -   ;240.000,00;180.000,00; -   ; -   ; -   ;5206;10969;nd
25;PB;2504900;CRUZ DO ESPÍRITO SANTO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB0507067814;CV 2128/06;;;SIM;BANCADA DA PARAIBA;264.837,00;7.946,00;30/06/2006;2006;30/06/2006;30/06/2006;23/06/2013;NÃO;Concluída com etapa útil e com pendência;88,27;256.891,00;3;1;02/05/2013;256.891,00; -   ;264.837,00; -   ; -   ;51.378,20; -   ; -   ; -   ;2550;17461;nd
26;PE;2604205;CATENDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE2306067030;CV 1198/06;;;NÃO;;321.916,13;21.916,13;20/06/2006;2006;20/06/2006;20/06/2006;08/11/2009;NÃO;Não iniciada - Licitação não concluída;0;240.000,00;0;1;;300.000,00; -   ;321.916,13; -   ; -   ; -   ; -   ; -   ; -   ;1237;43340;0,038670567
11;RO;1101401;MONTE NEGRO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RO0610093571;TC/PAC 0446/09;;;NÃO;;1.701.459,64;51.459,64;31/12/2009;2009;31/12/2009;31/12/2009;06/11/2014;NÃO;CANCELADA;0;660.000,00;2;0;22/11/2010;1.650.000,00; -   ;1.701.459,64; -   ;660.000,00; -   ; -   ; -   ; -   ;1771;16007;0,47118902
42;SC;4205159;DOUTOR PEDRINHO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC1803084337;TC/PAC 0451/08;;;NÃO;;1.346.525,40;66.500,00;31/12/2008;2008;31/12/2008;31/12/2008;31/03/2021;NÃO;Paralisada;71,84;1.280.025,40;5;0;11/08/2015;1.280.025,40; -   ;1.346.525,40; -   ;480.000,00;360.000,00;360.000,00; -   ; -   ;4473;4115;0,902933885
33;RJ;3304144;QUEIMADOS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ2110054193;CV 0217/05;;;NÃO;;109.108,05;12.108,05;19/12/2005;2005;19/12/2005;19/12/2005;19/12/2005;NÃO;Não Executada;0; -   ;0;2;; -   ; -   ;109.108,05; -   ; -   ; -   ; -   ; -   ; -   ;0;151335;0,51999159
31;MG;3160801;SÃO BENTO ABADE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG2306067770;CV 0223/06;;;SIM;MARIA DO CARMO LARA;93.822,71;3.822,71;20/06/2006;2006;20/06/2006;20/06/2006;07/01/2011;NÃO;CONCLUÍDA;100;90.000,00;3;1;08/09/2010;90.000,00; -   ;93.822,71; -   ; -   ; -   ; -   ; -   ; -   ;1662;5349;0,494439617
51;MT;5107198;RIBEIRÃOZINHO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MT2807044650;CV 0234/04;;;NÃO;;400.386,95;11.867,05;30/06/2004;2004;30/06/2004;30/06/2004;02/06/2007;NÃO;CONCLUÍDA;100;397.341,40;0;2;;400.000,00; -   ;400.386,95; -   ; -   ; -   ; -   ; -   ; -   ;1067;2422;0,436974335
41;PR;4108106;FLÓRIDA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR0412051279;CV 0724/05;;;NÃO;;100.000,00;3.132,00;19/12/2005;2005;19/12/2005;19/12/2005;08/05/2009;NÃO;CONCLUÍDA;100;100.000,00;3;1;08/05/2008;100.000,00; -   ;100.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1236;2699;0,258575623
35;SP;3504107;ATIBAIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SP1901071231;CV 2775/06;;;NÃO;; -   ;119.600,00;19/12/2006;2006;19/12/2006;19/12/2006;12/01/2011;NÃO;Não Executada;0; -   ;0;1;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1485;144088;0,904848512
22;PI;2201804;BOCAINA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PI1807069548;CV 0897/06;;;NÃO;;618.558,19;18.558,19;20/06/2006;2006;20/06/2006;20/06/2006;03/10/2009;NÃO;CONCLUÍDA;52,4;600.000,00;3;2;23/03/2009;600.000,00; -   ;618.558,19; -   ; -   ; -   ; -   ; -   ; -   ;1201;4505;0,39940892
21;MA;2111102;SÃO JOÃO DOS PATOS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MA1602065579;CV 2688/05;;;NÃO;;206.185,56;8.310,96;30/12/2005;2005;30/12/2005;30/12/2005;31/08/2013;NÃO;Não iniciada - Licitação não concluída;0;80.000,00;0;2;;200.000,00; -   ;206.185,56; -   ; -   ; -   ; -   ; -   ; -   ;2801;25996;0,196116503
33;RJ;3300159;APERIBÉ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ1503044902;CV 0828/03;;;NÃO;;51.882,32;4.513,48;23/12/2003;2003;23/12/2003;23/12/2003;24/10/2007;NÃO;CONCLUÍDA;100;47.968,84;0;1;;47.985,00; -   ;51.882,32; -   ; -   ; -   ; -   ; -   ; -   ;1401;11901;0,24500298
42;SC;4200804;ANCHIETA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC1211094244;TC/PAC 0824/09;;;NÃO;;2.054.911,97;193.454,22;31/12/2009;2009;31/12/2009;31/12/2009;31/12/2023;SIM;Paralisada;46,96;744.583,10;1;0;04/06/2012;1.861.457,75;1.116.874,65;2.054.911,97; -   ;744.583,10; -   ; -   ; -   ; -   ;5113;5557;0,766667403
25;PB;2507309;JACARAÚ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB2312033850;CV 0082/03;;;NÃO;;399.959,20;4.161,61;22/12/2003;2003;22/12/2003;22/12/2003;12/11/2009;NÃO;Concluída com etapa útil e com pendência;100;399.878,39;0;2;;400.000,00; -   ;399.959,20; -   ; -   ; -   ; -   ; -   ; -   ;2152;14450;0,385628277
25;PB;2516151;SOSSÊGO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB1311023810;CV 1351/02;;;NÃO;;140.000,00;1.414,00;18/12/2002;2002;18/12/2002;18/12/2002;12/12/2010;NÃO;Encerrada sem etapa útil;50,8;139.986,00;0;1;; -   ; -   ;140.000,00; -   ; -   ; -   ; -   ; -   ; -   ;2916;3594;nd
24;RN;2406106;JUCURUTU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RN1507111299;TC/PAC 0138/11;;;NÃO;;7.757.302,84;85.206,58;21/12/2011;2011;21/12/2011;21/12/2011;14/12/2016;NÃO;Concluída com etapa útil e com pendência;98,66;7.672.096,26;4;0;10/06/2013;7.672.096,26; -   ;7.757.302,84; -   ;2.301.628,88;1.534.419,25;1.534.419,25;2.301.628,88; -   ;1820;18315;0,449805127
22;PI;2211001;TERESINA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PI1507117852;TC/PAC 0111/12;;;NÃO;;11.492.572,28;785.968,87;30/04/2012;2012;30/04/2012;30/04/2012;13/04/2022;NÃO;Paralisada;80;10.706.603,41;5;1;09/10/2020;10.749.760,14;43.156,73;11.492.572,28; -   ;3.224.928,04;2.149.952,03;2.149.952,03;3.181.771,31; -   ;3635;868075;0,631318065
26;PE;2611606;RECIFE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE2906043170;CV 1044/04;;;NÃO;;9.317.162,15;941.127,49;01/07/2004;2004;01/07/2004;01/07/2004;04/06/2014;NÃO;Concluída com etapa útil e com pendência;71,13;6.776.117,92;0;4;;8.470.577,11; -   ;9.317.162,15; -   ; -   ; -   ; -   ; -   ; -   ;3625;1653461;0,722818769
26;PE;2602001;BODOCÓ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE2811072064;TC/PAC 0326/07;;;NÃO;;4.045.855,32;195.855,32;31/12/2007;2007;31/12/2007;31/12/2007;26/12/2013;NÃO;Concluída com etapa útil e com pendência;91;3.850.000,00;4;2;21/05/2012;3.850.000,00; -   ;4.045.855,32; -   ; -   ;1.540.000,00; -   ;2.310.000,00; -   ;2187;38378;0,56527893
29;BA;2927408;SALVADOR;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;BA0805091560;TC/PAC 0205/09;;;NÃO;;3.345.862,27;1.293.400,25;31/12/2009;2009;31/12/2009;31/12/2009;31/12/2021;NÃO;Concluída com etapa útil e com pendência;57,95;1.231.477,21;2;2;09/07/2020;4.500.000,00;3.268.522,79;3.345.862,27; -   ;820.984,80;410.492,41; -   ; -   ; -   ;4383;2886698;0,940123571
15;PA;1507904;SOURE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PA1407116521;TC/PAC 0093/12;;;NÃO;;3.124.977,55; -   ;30/04/2012;2012;30/04/2012;30/04/2012;13/12/2018;NÃO;Concluída com etapa útil e sem pendência;100;3.124.977,55;4;0;29/11/2017;3.124.977,55; -   ;3.124.977,55; -   ;937.493,26;624.995,51;624.995,51;937.493,27; -   ;2418;25565;0,264876026
25;PB;2505402;DESTERRO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB1602065827;CV 2984/05;;;SIM;BANCADA DA PARAIBA;510.309,28;15.463,92;30/12/2005;2005;30/12/2005;30/12/2005;27/11/2010;NÃO;Não iniciada - Licitação não concluída;0;500.000,00;0;1;;500.000,00; -   ;510.309,28; -   ; -   ; -   ; -   ; -   ; -   ;1793;8315;0,650729534
25;PB;2510501;OLIVEDOS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB0507067897;CV 2230/06;;;SIM;BANCADA DA PARAIBA;618.556,70;18.556,70;30/06/2006;2006;30/06/2006;30/06/2006;28/09/2012;NÃO;CONCLUÍDA;100;600.000,00;3;1;14/12/2011;600.000,00; -   ;618.556,70; -   ;120.000,00; -   ; -   ; -   ; -   ;2282;3961;0,369919402
50;MS;5003256;COSTA RICA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS0611182150;CV 2112/18;62042/2018;879553/2018;SIM;RELATOR GERAL;9.220.380,96; -   ;31/12/2018;2018;31/12/2018;31/12/2018;31/12/2022;SIM;Em execução;76,83;7.376.304,76;5;1;18/03/2022;7.376.304,76; -   ;9.220.380,96; -   ;1.844.076,19;1.844.076,19;1.844.076,19;1.844.076,19; -   ;1461;21142;1
31;MG;3168408;TARUMIRIM;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG3012074795;CV 0630/08;;;NÃO;;436.725,50;13.239,08;31/12/2008;2008;31/12/2008;31/12/2008;30/06/2018;NÃO;Encerrada sem etapa útil;81;423.623,73;2;0;22/06/2016;423.623,73; -   ;436.725,50; -   ;211.811,86;211.811,87; -   ; -   ; -   ;3468;14302;0,393082668
31;MG;3149408;PEDRO TEIXEIRA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0204136126;TC/PAC 0342/14;;;NÃO;;4.163.549,91; -   ;07/05/2014;2014;07/05/2014;07/05/2014;07/05/2023;SIM;Em execução;93,51;4.163.549,91;4;0;29/12/2021;4.163.549,91; -   ;4.163.549,91; -   ;843.398,46;945.934,39;1.541.507,08;832.709,98; -   ;3287;1806;0,639454881
31;MG;3164605;SÃO SEBASTIÃO DO OESTE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0504138040;TC/PAC 0543/14;;;NÃO;;4.171.125,09; -   ;07/05/2014;2014;07/05/2014;07/05/2014;21/12/2023;SIM;Paralisada;18,77;2.085.562,53;2;2;13/05/2020;3.977.388,86;1.891.826,33;4.171.125,09; -   ;994.347,22;1.091.215,31; -   ; -   ; -   ;3515;6863;0,811067889
31;MG;3142403;MOEMA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG2911075797;TC/PAC 0309/07;;;NÃO;;2.163.133,19;63.133,19;31/12/2007;2007;31/12/2007;31/12/2007;26/11/2013;NÃO;CONCLUÍDA;100;2.100.000,00;3;1;30/11/2011;2.100.000,00; -   ;2.163.133,19; -   ;840.000,00;1.260.000,00; -   ; -   ; -   ;2157;7554;0,877701198
31;MG;3138005;LARANJAL;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG0111077674;TC/PAC 0043/08;;;NÃO;;763.577,14;163.577,14;31/12/2008;2008;31/12/2008;31/12/2008;24/06/2018;NÃO;Encerrada sem etapa útil;94,69;600.000,00;3;0;05/09/2014;600.000,00; -   ;763.577,14; -   ;240.000,00;180.000,00;180.000,00; -   ; -   ;3462;6833;0,475427138
26;PE;2611606;RECIFE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PE1211024480;CV 1082/02;;;NÃO;;1.055.538,23;108.720,36;15/12/2002;2002;15/12/2002;15/12/2002;14/12/2004;NÃO;CANCELADA;0; -   ;0;1;; -   ; -   ;1.055.538,23; -   ; -   ; -   ; -   ; -   ; -   ;730;1653461;0,722818769
52;GO;5204508;CALDAS NOVAS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;GO2411080638;CV 0464/08;;;SIM;LUCIA VANIA;797.283,84;97.283,84;31/12/2008;2008;31/12/2008;31/12/2008;12/04/2011;NÃO;CONCLUÍDA;100;700.000,00;5;2;29/11/2010;700.000,00; -   ;797.283,84; -   ; -   ;210.000,00; -   ; -   ; -   ;832;93196;0,62938244
43;RS;4322707;VERA CRUZ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS2204082859;TC/PAC 0403/08;;;NÃO;;1.238.000,00;38.000,00;31/12/2008;2008;31/12/2008;31/12/2008;16/12/2018;NÃO;Concluída com etapa útil e sem pendência;100;1.200.000,00;3;0;17/08/2015;1.200.000,00; -   ;1.238.000,00; -   ;480.000,00;360.000,00;360.000,00; -   ; -   ;3637;27099;0,650998764
50;MS;5008008;TERENOS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MS0507067707;CV 0861/06;;;NÃO;;2.000.000,00;60.000,00;29/06/2006;2006;29/06/2006;29/06/2006;26/07/2008;NÃO;CONCLUÍDA;100;2.000.000,00;3;1;27/07/2007;2.000.000,00; -   ;2.000.000,00; -   ; -   ; -   ; -   ; -   ; -   ;758;22269;0,431529559
51;MT;5105150;JUÍNA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MT3011051864;CV 2240/05;;;SIM;BANCADA DO MATO GROSSO;1.355.631,54;69.011,89;19/12/2005;2005;19/12/2005;19/12/2005;03/11/2009;NÃO;CONCLUÍDA;99,4;1.300.000,00;0;1;;1.300.000,00; -   ;1.355.631,54; -   ; -   ; -   ; -   ; -   ; -   ;1415;41101;0,667501143
25;PB;2500304;ALAGOA GRANDE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PB0507067758;CV 2181/06;;;SIM;BANCADA DA PARAIBA;399.000,00;19.000,00;30/06/2006;2006;30/06/2006;30/06/2006;15/05/2009;NÃO;CONCLUÍDA;100;380.000,00;3;1;15/05/2008;380.000,00; -   ;399.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1050;28439;0,369270052
41;PR;4115101;MARILUZ;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR0501047230;CV 0488/03;;;NÃO;;350.000,00;10.608,00;22/12/2003;2003;22/12/2003;22/12/2003;20/12/2007;NÃO;CONCLUÍDA;100;342.992,00;0;1;;342.992,00; -   ;350.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1459;10336;0,663933378
43;RS;4308458;FORTALEZA DOS VALOS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS2811079439;TC/PAC 0571/07;;;NÃO;;2.801.795,41;701.795,42;31/12/2007;2007;31/12/2007;31/12/2007;19/06/2014;NÃO;Não iniciada - Licitação não concluída;0;840.000,00;1;0;06/06/2011;2.099.999,99; -   ;2.801.795,41; -   ;840.000,00; -   ; -   ; -   ; -   ;2362;4285;0,758028236
43;RS;4313201;NOVA PETRÓPOLIS;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS1307114815;TC/PAC 0211/12;;;NÃO;;8.000.000,00; -   ;13/03/2012;2012;13/03/2012;13/03/2012;01/04/2025;SIM;Em execução;68,69;5.600.000,00;3;1;25/05/2018;8.000.000,00;2.400.000,00;8.000.000,00; -   ;2.400.000,00;1.600.000,00;1.600.000,00; -   ; -   ;4767;21536;0,922689502
41;PR;4106902;CURITIBA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PR1207113352;TC/PAC 0374/11;;;NÃO;;5.797.674,08; -   ;29/12/2011;2011;29/12/2011;29/12/2011;19/09/2017;NÃO;Concluída com etapa útil e com pendência;100;5.797.674,08;4;1;17/08/2016;5.797.674,08; -   ;5.797.674,08; -   ;1.743.519,02;1.162.346,01;1.162.346,01; -   ; -   ;2091;1948626;0,817562186
43;RS;4305009;CATUÍPE;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS2001051047;CV 1701/04;;;NÃO;;354.016,11;114.917,43;27/12/2004;2004;27/12/2004;27/12/2004;01/09/2012;NÃO;CONCLUÍDA;100;239.985,08;3;0;03/02/2011;240.000,00; -   ;354.016,11; -   ;239.985,08; -   ; -   ; -   ; -   ;2805;8701;0,9247982
43;RS;4321956;TRINDADE DO SUL;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS1308092877;TC/PAC 0814/09;;;NÃO;;3.141.447,95;183.447,94;31/12/2009;2009;31/12/2009;31/12/2009;31/12/2017;NÃO;Concluída com etapa útil e com pendência;75;2.958.000,00;4;0;27/12/2012;2.958.000,00; -   ;3.141.447,95; -   ;591.600,00;887.400,00;887.400,00;591.600,00; -   ;2922;5791;0,693311308
31;MG;3122009;DIVINO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MG1611094316;TC/PAC 0617/09;;;NÃO;;1.135.650,00;35.650,00;31/12/2009;2009;31/12/2009;31/12/2009;30/12/2013;NÃO;Concluída com etapa útil e sem pendência;100;1.100.000,00;4;0;26/12/2012;1.100.000,00; -   ;1.135.650,00; -   ;660.000,00;330.000,00;110.000,00; -   ; -   ;1460;19976;0,428297749
11;RO;1100072;CORUMBIARA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RO3011077502;TC/PAC 0565/07;;;NÃO;;1.697.980,84;51.030,93;31/12/2007;2007;31/12/2007;31/12/2007;22/12/2019;NÃO;Encerrada sem etapa útil;68,4;1.646.949,91;3;0;13/11/2018;1.650.000,00; -   ;1.697.980,84; -   ;660.000,00;493.474,95;493.474,96; -   ; -   ;4374;7220;0,72089116
29;BA;2924603;PINDOBAÇU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;BA0304180321;CV 0310/18;25559/2018;864266/2018;SIM;RELATOR GERAL;5.000.000,00; -   ;31/05/2018;2018;31/05/2018;01/06/2018;01/05/2021;NÃO;Não iniciada - Licitação não concluída;0;250.000,00;1;4;27/12/2018;1.000.000,00; -   ;5.000.000,00;250.000,00; -   ; -   ; -   ; -   ; -   ;1065;20098;0,104369897
32;ES;3205309;VITÓRIA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;ES1507111157;TC/PAC 0229/11;;;NÃO;;13.778.589,33;449.260,00;21/12/2011;2011;21/12/2011;21/12/2011;31/12/2022;SIM;Concluída com etapa útil e sem pendência;100;13.329.329,33;4;0;14/12/2020;15.016.744,67;1.687.415,34;13.778.589,33; -   ;5.420.396,72;1.244.267,94;2.665.865,87;3.998.798,80; -   ;4028;365855;0,88273146
27;AL;2701001;BOCA DA MATA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;AL1507119391;TC/PAC 0022/11;;;NÃO;;16.954.494,82; -   ;29/12/2011;2011;29/12/2011;29/12/2011;30/06/2022;SIM;Em execução;54;16.954.494,82;8;1;21/05/2020;16.960.143,77;5.648,95;16.954.494,82; -   ;5.088.043,15;3.392.028,71;3.392.028,76;5.082.394,20; -   ;3836;27356;nd
52;GO;5218607;RIALMA;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;GO0204136106;TC/PAC 0012/14;;;NÃO;;9.002.396,88; -   ;07/05/2014;2014;07/05/2014;07/05/2014;06/04/2021;NÃO;Em execução;75,08;9.002.396,88;4;0;27/06/2018;9.002.396,88; -   ;9.002.396,88; -   ;1.800.479,37;2.700.719,07;2.700.719,06;1.800.479,38; -   ;2526;10940;0,820288478
15;PA;1505551;PAU D'ARCO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;PA0404137106;TC/PAC 0096/14;;;NÃO;;4.886.723,31; -   ;07/05/2014;2014;07/05/2014;07/05/2014;07/05/2018;NÃO;Encerrada sem etapa útil;14,45;2.443.361,65;2;2;19/02/2016;2.443.361,65; -   ;4.886.723,31; -   ;977.344,66;1.466.016,99; -   ; -   ; -   ;1461;5410;0,238797597
27;AL;2703809;JOAQUIM GOMES;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;AL0412033910;CV 0101/03;;;NÃO;;459.000,00;13.905,00;22/12/2003;2003;22/12/2003;22/12/2003;22/03/2007;NÃO;Encerrada sem etapa útil;0;449.595,00;0;2;;449.595,00; -   ;459.000,00; -   ; -   ; -   ; -   ; -   ; -   ;1186;24081;nd
42;SC;4202131;BELA VISTA DO TOLDO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;SC0504138496;TC/PAC 0438/14;;;NÃO;;3.206.195,45;324.981,30;07/05/2014;2014;07/05/2014;07/05/2014;13/12/2022;SIM;Paralisada;0;576.242,83;1;3;18/04/2016;576.242,83; -   ;3.206.195,45; -   ;576.242,83; -   ; -   ; -   ; -   ;3142;6362;0,568987383
33;RJ;3303500;NOVA IGUAÇU;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RJ0209052546;CV 2169/05;;;NÃO;;3.681.787,05;1.104.885,96;19/12/2005;2005;19/12/2005;19/12/2005;20/01/2010;NÃO;CONCLUÍDA;100;2.536.281,60;0;1;;2.617.020,00; -   ;3.681.787,05; -   ; -   ; -   ; -   ; -   ; -   ;1493;823302;0,790530483
43;RS;4308300;FONTOURA XAVIER;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;RS3011079468;TC/PAC 0570/07;;;NÃO;;2.578.000,00;78.000,00;31/12/2007;2007;31/12/2007;31/12/2007;31/12/2023;SIM;Em execução;81;2.500.000,00;3;0;27/12/2012;2.500.000,00; -   ;2.578.000,00; -   ;1.000.000,00;750.000,00;750.000,00; -   ; -   ;5844;10241;0,465170587
51;MT;5107768;SANTA RITA DO TRIVELATO;SISTEMA DE ESGOTAMENTO SANITÁRIO;Esgoto;MT0801087576;CV 1267/07;;;NÃO;;2.682.601,41;382.601,41;31/12/2007;2007;31/12/2007;31/12/2007;17/10/2018;NÃO;Concluída com etapa útil e sem pendência;100;2.300.000,00;4;0;28/12/2017;2.300.000,00; -   ;2.682.601,41; -   ;920.000,00;690.000,00;690.000,00; -   ; -   ;3943;3506;0,897865387
